Area,ImageCount,InFront,Location.__lat__,Location.__lon__,ArchStyle,Address,Popup,Name,ShortName,EstimatedValue,YearBuilt,SquareFeet,LotSize,Notes,Website
Crow Point,1,,42.2495968,-70.9074993,,211 Lincoln St,,Bruegger's Bagels,,,,,,"<div style=""text-align:center""><strong>About Bruegger's Bagels Anchor Plaza/Hingham</strong><br/><br/>
Founded in 1983, Bruegger’s is renowned for its authentic New York-style kettle-boiled and stone hearth-baked bagels, made with only 5 simple ingredients.<br/><br/>
In addition, the Bruegger’s Bagels at 211 Lincoln Street in Hingham, MA serves a wide variety of proprietary 100% made- in-Vermont cream cheeses, freshly-prepared breakfast and lunch sandwiches, garden-fresh salads, hearty soups, desserts and custom-roasted coffees — but the essence of Bruegger’s hasn’t changed. We’re still committed to baking authentic New York-style bagels in small batches all day long.<br/><br/>
For more information, follow Bruegger's Bagels on Facebook, Twitter, and Instagram, and join the Bruegger’s Bagels Inner Circle Rewards program at brueggers.com to receive news and special offers.
</div>",https://locations.brueggers.com/us/ma/hingham/211-lincoln-street?y_source=1_OTczMjExNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Hull,1,,42.2691,-70.8537,,176 Nantasket Ave,,Tivoli Bath House,Bath House,,,,,"Nantasket Beach is popular summer escape from the Boston. The reservation includes a mile of the Atlantic shoreline, and during the summer, you can attend concerts or take public dance lessons.",http://www.mass.gov/eea/agencies/dcr/massparks/region-south/nantasket-state-park.html
Norwell,1,,42.1594,-70.7918,,18 Dover St,,Post Office Norwell,,,,,,Hours:<br/><br/>Sunday			Closed<br/>Monday-Friday	9AM–4:30PM<br/>Saturday		9AM–12PM,https://tools.usps.com/locations/details/1375614?utm_source=google-my-business-url
Hingham Center HM,1,,42.23403,-70.88075,Federal,289 Main St,,Thomas Burr,Burr,"1,462,500",1806,3672,0.86,,https://www.zillow.com/homedetails/289-Main-St-Hingham-MA-02043/56639999_zpid/
Crow Point,1,,42.248795199999996,-70.90387249999999,,184 Lincoln St,,Walgreen's Crow Point,Pharmacy,,,,,"<div><strong>Walgreens Pharmacy</strong></div><br/>
<div style=""white-space:pre"">
<strong>Sunday </strong>Closed
<strong>Monday - Friday </strong>9 AM - 1:30 PM, 2-6 PM
<strong>Satuday </strong>Closed
</div>",https://www.walgreens.com/locator/walgreens-184+lincoln+st-hingham-ma-02043/id=19543
Marshfield,1,,42.0918,-70.7064,,1921 Ocean St,,Jackansons,,,,,,"Hours: 7AM to 9PM, except until 8PM on Sunday",https://jackansons.gotoliquorstore.com/
Fearing Farm HM,1,,42.24449,-70.89027,Gothic Revival,59 Cottage St,,John Mayhew,Mayhew,"2,000,000",1845,2018,0.44,,https://www.zillow.com/homedetails/59-Cottage-St-Hingham-MA-02043/56639208_zpid/
North Scituate,1,,42.21991,-70.78427,,344 Gannett Rd,,Cattivo,Clothing,,,,,"<strong>ABOUT US</strong><br/><br/>
Cattivo is a contemporary women's retailer featuring emerging designers as well as established brands, with styles that are both trendy and timeless at a wide range of prices.<br/><br/>
Curated with love & affection by a mom and her three daughters, all with distinct personalities that are woven together by a love of culture, art, music, beauty and the unbridled spirit of femininity. <br/><br/>
Our stores are filled with things we love - from airy, floral wardrobe essentials to edgy, statement-making pieces. Whether it’s a night out or a little something for the beach, you will be sure to find a style at Cattivo that will make you stand out in a crowd. It’s a little bit bohemian glam, a little bit rock & roll, and a whole lot of fun.<br/><br/>
At Cattivo, we embrace the free-spirit - the unapologetic, modern-day flower child. Our girl isn’t afraid to leave the normal and regular to pursuit the magical and extraordinary. She is a drifter, dancer, sun worshipper, risk taker, dreamer, lover and believer. She travels on a whim and wears her heart on her sleeve, and while she may wander she certainly is not lost ♥♥♥",http://shopcattivo.com/
Norwell,1,,42.1629,-70.792,,,,Norwell MA,,,,,,,
Beacon Hill,1,,42.35752,-71.0699,,47 Charles St,,Toscano,Restaurant,,,,,"<div style=""text-align:left;""><strong>Beyond Italian. <i>This is Tuscan food</i>.</strong><br/><br/>Since the birth of the Renaissance in Florence centuries ago, Tuscany has embodied the best of Italian cuisine. No region in the world can claim its native bounty.<br/><br/>Fresh seafood caught off the Tuscan coast, Florentine steak from the Chiana Valley, and renowned cheeses and prosciutto handmade in Parma are just a few of the hallmark ingredients of Tuscany’s traditional dishes. Wild game thrive in the region's dense forests. Rich farmland and an ideal climate produce an amazing variety of influential flavors — lemons, garlic, olives, and of course the famous Sangiovese grape.</div>",http://www.toscanoboston.com/
Hingham Harbor,1,,42.24421,-70.88511,,24 North St,,ASSEMBLY His,Clothing,,,,,"<strong>ABOUT</strong><br/><br/>
It all started in Hingham, Massachusetts in 2018. Having just moved to Boston’s South Shore, the shop became our tie to the community, and two short years later, we were opening further locations with the support of newfound friends. Through it all, we’ve kept the same goal—to offer great things from great brands. That means carrying pieces made with impeccable craftsmanship and high-quality fabrics. You know, the ones that wear well for years to come. Labels like Faherty, AGOLDE, and Nili Lotan are some of our favorites, but the list is long. Rest assured, if it’s a wardrobe essential, it’s in (or on the way to) our shops.<br/><br/>
Matt + Evan ",https://www.assemblyshowroom.com/
North End,1,,42.3655,-71.0581,,111 N Washington St,,Tony & Elaine's,Restaurant,,,,,"Informal restaurant with a patio whipping up Italian fare such as pasta, meatballs & cannoli.",http://tonyandelaines.com/
South Hingham HM,1,,42.17849,-70.88466,Colonial,1175 Main St,,David Cushing,Cushing,"1,388,500",1718,3713,3.37,"This house was quite remote from the village when David Cushing built it in 1719. It was inherited by his son Seth in 1726. Seth sold it in 1743 to Thomas Chubbuck whose son Jeremiah became owner when his father died. Jeremiah deeds the land to Harvard College to cover his tuition, retaining the house for himself. He later deeded the house to Nathaniel French. After several other ownership changes the home was purchased by Robert Hoit and his wife in 1996. The Hoits restored the original part of the house and added a new wing at the west side.",https://www.realtor.com/realestateandhomes-detail/1175-Main-St_Hingham_MA_02043_M47709-96820
East Hingham HM,1,,42.24227,-70.86578,Colonial,156 East St,,Stephen Cushing,Cushing,"2,696,300",1751,3704,1.35,"Stephen Cushing, a descendant of Matthew Cushing, who came to Hingham in 1638, originally built this house in 1751. Stephen was a farmer, a Selectman from 1761-1766, a captain in the Militia and a soldier in the Revolutionary war. Stephen’s granddaughter, Mary Cushing, and her husband Gorham Lincoln resided at 156 East Street during the 19th century. The property remained in their family until 1894; therefore, this house is frequently called the Cushing-Lincoln House. First photo from 1958; second from 2017.",https://www.zillow.com/homedetails/156-East-St-Hingham-MA-02043/56639392_zpid/
Cohasset,1,,42.24077,-70.80185,,26 S Main St,,Sager Fine Art,Gallery,,,,,"<div style=""text-align:center;""><stronger>Meet Brian</stronger><br/><br/>Established on the island of Nantucket, and working internationally, Brian Sager strives to create images with lasting impact. His fine art photography focuses on nautical nuance and uses light to highlight otherwise under appreciated details.<br/><br/>Brian is most at home when near or surrounded by water. Growing up sailing, he spent every weekend on or in the ocean, so it was only natural that a love of ocean and sailing photography emerged. With a lifetime of sailing experience and 10,000 miles of offshore sailing under his belt, Brian photographs many of his fine art pieces while aboard sailboats in New England and the Caribbean.",https://briansagerfineart.com/
North End,1,,42.36405,-71.05355,,5 N Square,,Ciao Roma,,,,,,"<div style=""text-align:left;""><strong>Ciao Roma</strong> is a Roman inspired Italian Restaurant in Boston’s historic North End, located on the Freedom Trail and overlooking the oldest public square in the country, North Square.  We have the best al fresco setting in the city.  We offer fresh homemade pasta, classic meat and seafood dishes, and a carefully chosen Italian wine list with a full bar. Please see below for menu and reservations.</div>",http://ciaoromanorthend.com/
North End,1,,42.36453,-71.05258,,30 Fleet St,,La Summa,,,,,,"<div style=""text-align:left;""><strong>About Us</strong><br/><br/><strong>A MESSAGE FROM THE OWNER</strong><br/><br/>From the time I can remember, while I was growing up in this Italian neighborhood, the North End of Boston, my grandmother, Crocefissa Barbara Summa, was a great influence in my life.<br/><br/>It was at her dinner table that I learned of friendship and love, and by her side I discovered the art of Italian cooking. I learned it all begins with the best ingredients to bring out the simplicity of flavors of Sicilian cuisine as well as the many various regions throughout Italy.<br/><br/>So, in 1983, when I opened my restaurant, it was a natural and loving choice to name it after my grandmother. At that time she was still with us and enjoyed coming here to help and converse with our guests. She would sit with pride in the small dining room and assist with minor chores while making sure our guests were properly served.<br/><br/>Today she is no longer at my side, but her love and spirit never ceases to guide me.  It pleases me that you selected to dine at La Summa. I know that your experience will be warm and pleasant, with culinary pleasures.<br/><br/>Barbara Summa Sullivan</div>",http://www.lasumma.com/
Hingham Center HM,1,,42.23415116013375,-70.880061948791,Colonial Revival,6 Leavitt St,,William H. Leavitt,Leavitt,"1,455,500",1888,3604,0.25,,https://www.zillow.com/homedetails/324-Main-St-Hingham-MA-02043/56640008_zpid/
Hingham Center HM,1,,42.22929,-70.88162,Queen Anne,373 Main St,,George Bailey,Bailey,"2,400,100",1880,4755,0.5,,https://www.zillow.com/homedetails/373-Main-St-Hingham-MA-02043/56640426_zpid/
South Hingham HM,1,,42.21642,-70.88538,Colonial,597 Main St,,Edward Wilder,Wilder,"1,800,000",1650,4868,1.85,"After the death of his father, Thomas of Shiplake, he, his mother and siblings (except for John) came to Hingham Massachusetts Colony on either the ship Increase on 4/12/1635 or the good ship Confidence in 1638. He came to Hingham MA with his brother Thomas and sister Elizabeth, where he received a grant of land Oct 8, 1637. Afterwards, he had other grants there. He was admitted a freeman 5-29-1644, and was selectman in 1867. He served in King Phillip's War.",https://www.darleenlannonrealestate.com/blog/just-listed-597-main-st-hingham/
Fearing Farm HM,1,,42.24489,-70.89361,Shingle,49 Lincoln St,,Thomas Buttimer,Buttimer,"2,477,500",1898,3044,0.53,,https://www.zillow.com/homedetails/49-Lincoln-St-Hingham-MA-02043/56638313_zpid/
Reeds Corner,1,,42.22215,-70.80285,,754 Chief Justice Cushing Hwy,,Mullaney's,Seafood,,,,,"<strong>THE KNOT THAT BINDS</strong><br/><br/>We love our ocean, fishermen, customers, and our town and enjoy being the knot that binds them all together. Scituate’s heritage and backbone have always been its hard working waterfront. Anything we can do to keep that strong and thriving gives us joy.<br/><br/>We are proud to have a strong sense of community and local mindedness in all of our actions. We do a few simple things that will help locally as well as globally.<br/><br/>We make our living from the ocean and feel a great sense of responsibility to act as stewards.",http://www.mullaneysseafood.com/
